source,track,archival_status,is_in_core_corpus,replaced_by_doi,matched_archival_id,matched_archival_doi,openalex_id,title,doi,type,publication_date,publication_year,is_watchlist_candidate,watchlist_tag,resilience_paradigm,cloud_context,cited_by_count,best_pdf_url
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4416556249,AI-Augmented Disaster Recovery Simulations: From Chaos Engineering to Autonomous Resilience Orchestration,10.32628/ijsrset2021450,article,2020-12-01,2020,False,,Chaos,Edge,7,https://ijsrset.com/paper/14127.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4296367942,Cloud failure prediction based on traditional machine learning and deep learning,10.1186/s13677-022-00327-0,article,2022-09-19,2022,False,,ML,GeneralCloud,25,https://journalofcloudcomputing.springeropen.com/counter/pdf/10.1186/s13677-022-00327-0
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4402078996,PREDICTIVE MAINTENANCE IN CLOUD COMPUTING AND DEVOPS: ML MODELS FOR ANTICIPATING AND PREVENTING SYSTEM FAILURES,10.53555/nveo.v10i1.5751,article,2024-01-01,2024,False,,ML,GeneralCloud,23,https://www.nveo.org/index.php/journal/article/download/5751/4485
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W1667182463,Dependable Horizontal Scaling Based on Probabilistic Model Checking,10.1109/ccgrid.2015.91,article,2015-05-01,2015,False,,Formal,GeneralCloud,56,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2148910473,A RAID-BASED SECURE AND FAULT-TOLERANT MODEL FOR CLOUD INFORMATION STORAGE,10.1142/s0218194013400111,article,2013-06-01,2013,False,,Formal,GeneralCloud,21,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3080151652,Cascading Failures in Internet of Things: Review and Perspectives on Reliability and Resilience,10.1109/jiot.2020.3018687,article,2020-08-24,2020,False,,Analytics,GeneralCloud,199,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3060371913,An Introduction of CloudSim Simulation tool for Modelling and Scheduling,10.1109/esci48226.2020.9167549,article,2020-03-01,2020,False,,Simulation,GeneralCloud,27,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2059344728,ITS-cloud: Cloud computing for Intelligent transportation system,10.1109/glocom.2012.6503418,article,2012-12-01,2012,False,,Simulation,GeneralCloud,100,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4410958689,A deep learning and IoT-driven framework for real-time adaptive resource allocation and grid optimization in smart energy systems,10.1038/s41598-025-02649-w,article,2025-06-02,2025,False,,ML,Edge,33,https://www.nature.com/articles/s41598-025-02649-w.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4392032786,Micro-FL: A Fault-Tolerant Scalable Microservice-Based Platform for Federated Learning,10.3390/fi16030070,article,2024-02-22,2024,False,,ML,Unknown,10,https://www.mdpi.com/1999-5903/16/3/70/pdf?version=1708599961
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2555194672,Towards agile large-scale predictive modelling in drug discovery with flow-based programming design principles,10.1186/s13321-016-0179-6,article,2016-11-24,2016,False,,Analytics,GeneralCloud,36,https://jcheminf.biomedcentral.com/track/pdf/10.1186/s13321-016-0179-6
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2803382880,Cost-effective fault-tolerant scheduling algorithm for real-time tasks in cloud systems,10.1109/icct.2017.8359968,article,2017-10-01,2017,False,,Simulation,GeneralCloud,14,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2887912472,RADAR: Self‐configuring and self‐healing in resource management for enhancing quality of cloud services,10.1002/cpe.4834,article,2018-08-14,2018,False,,Simulation,GeneralCloud,44,http://hdl.handle.net/11343/227134
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4206030905,Completely Independent Spanning Trees on BCCC Data Center Networks With an Application to Fault-Tolerant Routing,10.1109/tpds.2021.3133595,article,2021-12-09,2021,False,,Simulation,GeneralCloud,58,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2895829868,HSDC: A Highly Scalable Data Center Network Architecture for Greater Incremental Scalability,10.1109/tpds.2018.2874659,article,2018-10-08,2018,False,,Simulation,GeneralCloud,74,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4280545280,Fault-Tolerant Secure Routing Based on Trust Evaluation Model in Data Center Networks,10.1155/2022/9339515,article,2022-05-12,2022,False,,Simulation,GeneralCloud,1,https://downloads.hindawi.com/journals/scn/2022/9339515.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3182760431,Towards a Digital Twin Platform for Industrie 4.0,10.1109/icps49255.2021.9468204,article,2021-05-10,2021,False,,Simulation,Unknown,39,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4383898354,CHESS: A Framework for Evaluation of Self-Adaptive Systems Based on Chaos Engineering,10.1109/seams59076.2023.00033,article,2023-05-01,2023,False,,Chaos,Unknown,6,https://ieeexplore.ieee.org/ielx7/10173933/10173937/10174151.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4411281917,Fault-tolerance-aware flexible and mobility-aware task offloading based on machine learning in mobile cloud computing,10.1007/s41060-025-00815-x,article,2025-06-13,2025,False,,ML,GeneralCloud,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4362571045,"Current Development, Challenges, and Future Trends in Cloud Computing: A Survey",10.14569/ijacsa.2023.0140337,article,2023-01-01,2023,False,,ML,GeneralCloud,25,http://thesai.org/Downloads/Volume14No3/Paper_37-Current_Development_Challenges_and_Future_Trends.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4319786180,Lithium-Ion Battery State of Health Estimation with Multi-Feature Collaborative Analysis and Deep Learning Method,10.3390/batteries9020120,article,2023-02-08,2023,False,,ML,GeneralCloud,34,https://www.mdpi.com/2313-0105/9/2/120/pdf?version=1675858007
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2313021646,On Theoretical Modeling of Sensor Cloud: A Paradigm Shift From Wireless Sensor Network,10.1109/jsyst.2014.2362617,article,2015-01-20,2015,False,,Analytics,GeneralCloud,151,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2969319695,Controller Adaptive Load Balancing for SDN Networks,10.1109/icufn.2019.8805922,article,2019-07-01,2019,False,,Simulation,GeneralCloud,26,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408324591,Resilient and Efficient Microservices: Stochastic Modeling and Quantification of Energy Consumption and Recovery Times,10.1109/globecom52923.2024.10901098,article,2024-12-08,2024,False,,Analytics,GeneralCloud,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2786438943,Real-time fault-tolerant scheduling algorithm with rearrangement in cloud systems,10.1109/itnec.2017.8284760,article,2017-12-01,2017,False,,Simulation,GeneralCloud,9,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2965917661,A PSO-Based Energy-Efficient Fault-Tolerant Static Scheduling Algorithm for Real-Time Tasks in Clouds,10.1109/compcomm.2018.8781005,article,2018-12-01,2018,False,,Simulation,GeneralCloud,13,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4206162339,Modeling Performance of Microservices Systems with Growth Theory,10.1007/s10664-021-10088-0,article,2022-01-11,2022,False,,Analytics,Unknown,18,https://link.springer.com/content/pdf/10.1007/s10664-021-10088-0.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4376106111,A machine learning-based optimization approach for pre-copy live virtual machine migration,10.1007/s10586-023-04001-1,article,2023-05-09,2023,False,,ML,GeneralCloud,17,https://link.springer.com/content/pdf/10.1007/s10586-023-04001-1.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4389428576,CNN-BiLSTM: A Hybrid Deep Learning Approach for Network Intrusion Detection System in Software-Defined Networking With Hybrid Feature Selection,10.1109/access.2023.3340142,article,2023-01-01,2023,False,,ML,GeneralCloud,93,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10347226.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4313451656,iFogSim: A Tool for Simulating Cloud and Fog Applications,10.1109/iccr56254.2022.9996018,article,2022-10-06,2022,False,,Simulation,Edge,18,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4411156181,AI-Powered Self-Healing and Fault-Tolerant Cloud Infrastructures for Improved Resilience and Reliability,10.52783/jisem.v9i1.16,article,2024-01-01,2024,False,,ML,GeneralCloud,1,https://doi.org/10.52783/jisem.v9i1.16
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408339501,SOFTWARE ENGINEERING REVOLUTIONIZED BY MACHINE LEARNING-POWERED SELF-HEALING SYSTEMS,10.55083/irjeas.2021.v09i01008,article,2021-01-01,2021,False,,ML,Edge,4,https://doi.org/10.55083/irjeas.2021.v09i01008
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2159703495,A smart job scheduling system for cloud computing service providers and users: Modeling and simulation,10.1109/rait.2012.6194444,article,2012-03-01,2012,False,,Simulation,GeneralCloud,25,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4313563618,A fault injection platform for learning AIOps models,10.1145/3551349.3559503,article,2022-10-10,2022,False,,Chaos,MultiCloud,7,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3024274804,On the Resilience of the NFV-MANO: An Availability Model of a Cloud-native Architecture,10.1109/drcn48652.2020.1570604378,article,2020-03-01,2020,False,,Analytics,Unknown,14,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2936600987,On the Combination of Multi-Cloud and Network Coding for Cost-Efficient Storage in Industrial Applications,10.3390/s19071673,article,2019-04-08,2019,False,,Analytics,Edge,15,https://www.mdpi.com/1424-8220/19/7/1673/pdf?version=1554727943
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3135096418,Self-healing Fault Tolerance Technique in Cloud Datacenter,10.1109/icict50816.2021.9358476,article,2021-01-20,2021,False,,Chaos,GeneralCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2966681552,Fault tolerance for a scientific workflow system in a Cloud computing environment,10.1080/1206212x.2019.1647651,article,2019-07-30,2019,False,,Simulation,GeneralCloud,25,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4395080143,Enhancing Cloud Compliance: A Machine Learning Approach,10.62127/aijmr.2024.v02i02.1036,article,2024-04-24,2024,False,,ML,GeneralCloud,25,https://www.aijmr.com/papers/2024/2/1036.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4285801505,A comprehensive survey on software‐defined networking for smart communities,10.1002/dac.5296,article,2022-07-18,2022,False,,Simulation,Unknown,35,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/dac.5296
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4413289130,"Advanced Machine Learning, Insurtech &amp; Cloud Data Stack",10.54660/ijmer.2022.3.1.36-48,article,2022-01-01,2022,False,,ML,Serverless,16,https://www.internationalmultiresearch.com/uploads/archives/20250818151855_MER-2025-1-014.1.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2290944024,Network Diversity: A Security Metric for Evaluating the Resilience of Networks Against Zero-Day Attacks,10.1109/tifs.2016.2516916,article,2016-01-12,2016,False,,Simulation,GeneralCloud,127,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3210090000,Game Combined Multi-Agent Reinforcement Learning Approach for UAV Assisted Offloading,10.1109/tvt.2021.3121281,article,2021-10-20,2021,False,,ML,GeneralCloud,96,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4405680117,Enhanced priority based task scheduling with integrated fault tolerance in distributed systems,10.1016/j.ijcce.2024.12.006,article,2024-12-21,2024,False,,Simulation,GeneralCloud,12,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4246500046,An energy-aware fault tolerant scheduling framework for soft error resilient cloud computing systems,10.7873/date2014.107,article,2014-01-01,2014,False,,Simulation,GeneralCloud,8,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4313648597,Fault Prediction Recommender Model for IoT Enabled Sensors Based Workplace,10.3390/su15021060,article,2023-01-06,2023,False,,ML,GeneralCloud,27,https://www.mdpi.com/2071-1050/15/2/1060/pdf?version=1672994593
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4407938366,SBOA: Optimizing VM Failures and Operational Cost for Task Scheduling in Cloud-Fog Environment,10.1109/areis62559.2024.10893649,article,2024-12-05,2024,False,,Simulation,Edge,47,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4386913427,Fault-Tolerant Trust-Based Task Scheduling Algorithm Using Harris Hawks Optimization in Cloud Computing,10.3390/s23188009,article,2023-09-21,2023,False,,Simulation,GeneralCloud,12,https://www.mdpi.com/1424-8220/23/18/8009/pdf?version=1695305661
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4200092842,A Big Data and Deep Learning based Approach for DDoS Detection in Cloud Computing Environment,10.1109/gcce53005.2021.9622091,article,2021-10-12,2021,False,,ML,GeneralCloud,17,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W1986719120,DS-Bench Toolset: Tools for dependability benchmarking with simulation and assurance,10.1109/dsn.2012.6263915,article,2012-06-01,2012,False,,Chaos,GeneralCloud,26,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2099732223,Redundant VoD Streaming Service in a Private Cloud: Availability Modeling and Sensitivity Analysis,10.1155/2014/764010,article,2014-01-01,2014,False,,Analytics,GeneralCloud,13,https://downloads.hindawi.com/journals/mpe/2014/764010.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2579267047,An Integrated Virtualized Strategy for Fault Tolerance in Cloud Computing Environment,10.1109/uic-atc-scalcom-cbdcom-iop-smartworld.2016.0094,article,2016-07-01,2016,False,,Simulation,GeneralCloud,10,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3211099608,Fault-Tolerant and Data-Intensive Resource Scheduling and Management for Scientific Applications in Cloud Computing,10.3390/s21217238,article,2021-10-30,2021,False,,Simulation,GeneralCloud,19,https://www.mdpi.com/1424-8220/21/21/7238/pdf?version=1635594941
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2912182999,A Streaming Cloud Platform for Real-Time Video Processing on Embedded Devices,10.1109/tcc.2019.2894621,article,2019-01-24,2019,False,,ML,GeneralCloud,26,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4400088886,Hybrid deep learning and optimized clustering mechanism for load balancing and fault tolerance in cloud computing,10.1080/0954898x.2024.2369137,article,2024-06-27,2024,False,,ML,GeneralCloud,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4413976917,"Chaos Engineering 2.0: A Review of AI-Driven, Policy-Guided Resilience for Multi-Cloud Systems",10.69739/jcsp.v2i2.846,article,2025-09-04,2025,False,,Chaos,MultiCloud,1,https://journals.stecab.com/jcsp/article/download/846/393
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4403041913,Developing AI-Powered Intrusion Detection System for Cloud Infrastructure,10.51219/jaimld/mohammed-mustafa-khan/255,article,2024-02-28,2024,False,,ML,GeneralCloud,10,https://doi.org/10.51219/jaimld/mohammed-mustafa-khan/255
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2124812287,Modelling and evaluating a high serviceability fault tolerance strategy in cloud computing environments,10.1504/ijsn.2012.053458,article,2012-01-01,2012,False,,Analytics,GeneralCloud,9,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4399529026,Enhancing Cloud Security with Deep Learning-Based Intrusion Detection in Cloud Computing Environments,10.1109/incacct61598.2024.10551040,article,2024-05-02,2024,False,,ML,GeneralCloud,36,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4281656211,A Chaos Engineering Approach for Improving the Resiliency of IT Services Configurations,10.1109/noms54207.2022.9789887,article,2022-04-25,2022,False,,Chaos,HybridCloud,12,
